Date,Open,High,Low,Close,Adj Close,Volume
9/18/2017,455,458.875,453.149994,454.549988,411.594482,8475860
9/19/2017,454,458,451.75,456.125,413.02066,6033330
9/20/2017,458.5,458.5,453.725006,456.350006,413.224396,5767830
9/21/2017,457.5,457.625,454.075012,454.774994,411.798248,8204152
9/22/2017,454.075012,455.125,444,449.149994,406.704834,17604088
9/25/2017,450.5,450.975006,444.549988,447.674988,405.369141,9088700
9/26/2017,448.5,454.200012,447.149994,452.950012,410.145721,7366478
9/27/2017,453.049988,453.950012,447.549988,449.899994,407.383942,6000138
9/28/2017,448.049988,451.950012,447.149994,448,405.663483,17537266
9/29/2017,449,451.200012,447.5,449.950012,407.42926,5705832
10/3/2017,455.049988,456,450.799988,451.774994,409.081757,4947522
10/4/2017,451.5,452.700012,448.575012,449.799988,407.293365,4991492
10/5/2017,450,452.475006,449.5,451.524994,408.855316,8611300
10/6/2017,452,461,451.975006,460.075012,416.597412,8574308
10/9/2017,460,464.5,457,461.950012,418.295258,3504832
10/10/2017,469.975006,469.975006,464.774994,467.725006,423.524475,7143220
10/11/2017,467.725006,469,464,465.350006,421.373901,5982504
10/12/2017,465,467.174988,459.774994,463.649994,419.834564,10280972
10/13/2017,466.399994,466.75,463.774994,465.049988,421.102264,7180728
10/16/2017,467.975006,471,466.5,469.5,425.131714,5758750
10/17/2017,468.399994,468.399994,464.75,465.25,421.283417,5625102
10/18/2017,464.450012,465,461.475006,462.174988,418.498932,7231852
10/19/2017,465,466,462.600006,463.475006,419.676117,1091434
10/23/2017,465,471,464.049988,469.75,425.358093,9154096
10/24/2017,473,473.325012,460.799988,463.25,419.472412,14529328
10/25/2017,459.5,472.350006,457.625,467.649994,423.456543,13984134
10/26/2017,471,475.899994,470.049988,473.674988,428.91217,33659258
10/27/2017,477.5,478.850006,472,473.174988,428.459412,8524956
10/30/2017,477.325012,477.325012,470.524994,472.049988,427.440704,12968326
10/31/2017,462.5,465,460,460.924988,423.194305,9954988
11/1/2017,462.5,464.700012,461.649994,463.524994,425.581512,5633134
11/2/2017,461.524994,463,460,461.450012,423.676392,4686138
11/3/2017,458.5,464.950012,458.475006,463.325012,425.397919,3699086
11/6/2017,461.575012,467.5,461.325012,464.350006,426.33902,5066534
11/7/2017,463.125,480,462.924988,477.75,438.64209,13442820
11/8/2017,480.125,480.924988,473.75,476.149994,437.173035,5369994
11/9/2017,476.5,481.5,474.125,477.25,438.183044,4723232
11/10/2017,479.399994,482.174988,475,481.024994,441.648987,6589428
11/13/2017,481.024994,484.700012,474.674988,475.975006,437.01239,5021216
11/14/2017,475.975006,477.424988,471.625,474.549988,435.70401,5733710
11/15/2017,472.575012,476.75,472.25,475.899994,436.943512,7023516
11/16/2017,475.899994,497.950012,474.25,494.200012,453.745544,15687502
11/17/2017,492.75,492.75,482.575012,485.475006,445.73468,8057670
11/20/2017,484.5,485.5,478.625,480.274994,440.960388,5661190
11/21/2017,480.649994,485.75,480.024994,483.125,443.577118,5364656
11/22/2017,483.299988,485.524994,481.649994,483.149994,443.600067,6084920
11/23/2017,485.75,497.225006,484.5,495.625,455.053925,11894618
11/24/2017,495.450012,509.649994,495.100006,504.774994,463.454834,18619912
11/27/2017,503.350006,503.350006,496.649994,499.375,458.496887,6017730
11/28/2017,497.200012,499.950012,490.649994,492.350006,452.046936,4616868
11/29/2017,493.825012,495.975006,490.149994,491.350006,451.128845,3838070
11/30/2017,494.725006,494.725006,484.174988,488.049988,448.098877,17266944
12/1/2017,489.700012,491.600006,478.524994,479.399994,440.157013,4085000
12/4/2017,490,498.399994,484.274994,492.674988,452.345306,17811606
12/5/2017,492.674988,501.5,489.5,492.174988,451.886292,9976738
12/6/2017,492.5,497.049988,492,495.149994,454.617706,7490094
12/7/2017,494.5,501.450012,492.799988,499.899994,458.978943,7549544
12/8/2017,500.5,503.5,497.5,500.924988,459.920013,5983244
12/11/2017,497.475006,503.450012,496.975006,502.649994,461.503845,5139098
12/12/2017,501,507,501,505.25,463.890991,9320434
12/13/2017,505.450012,509.5,498.825012,501.875,460.792297,5362398
12/14/2017,502.625,507.5,499.649994,506.549988,465.084534,6023572
12/15/2017,506.5,513.200012,505.924988,511.450012,469.583466,10384134
12/18/2017,505.950012,515.349976,502.899994,508.299988,466.691315,4035448
12/19/2017,508.725006,508.975006,499.774994,501.975006,460.884064,7118898
12/20/2017,502.549988,509.299988,500.5,507.924988,466.346954,4186326
12/21/2017,507.399994,514.474976,499.200012,511.024994,469.193237,11059162
12/22/2017,508,522.400024,508,519.674988,477.135132,12906940
12/26/2017,515,520.75,511.5,517.799988,475.413635,10808906
12/27/2017,514,519.549988,513.700012,517.125,474.793915,6970172
12/28/2017,515,520,511.899994,516.625,474.334808,8433472
12/29/2017,515.049988,524.400024,515,521.025024,478.374695,6601768
1/1/2018,518.849976,522.25,515,516.775024,474.472595,5431340
1/2/2018,518.625,521,511.5,514.849976,472.705139,6112248
1/3/2018,514.25,515.799988,509.299988,510.649994,468.848938,6846552
1/4/2018,510.5,510.5,504.799988,507.700012,466.140472,8947614
1/5/2018,507.649994,513.200012,503,506,464.579559,11025976
1/8/2018,512.450012,519.5,510.024994,518.025024,475.620239,5594690
1/9/2018,520,522.450012,514.450012,520.674988,478.053345,9948236
1/10/2018,523.400024,528,516.525024,526.125,483.05719,9468634
1/11/2018,527.625,541.700012,527.625,537.900024,493.868317,16775298
1/12/2018,542.900024,542.950012,535.275024,539.224976,495.084808,18016528
1/15/2018,540,546.474976,532.549988,540.575012,496.324249,10649250
1/16/2018,540.625,567.400024,540.625,561.424988,515.467651,22646966
1/17/2018,562.424988,580.900024,561.5,576.049988,528.895325,26154088
1/18/2018,572.5,582.450012,566.049988,576.349976,529.170898,13204970
1/19/2018,572.5,573.950012,568,571.724976,524.924255,5988278
1/22/2018,566.075012,578.474976,566,575,527.931396,9650214
1/23/2018,577.5,594,577.5,588.549988,540.372131,15403796
1/24/2018,587.400024,610.525024,583.75,592.900024,544.365967,20604718
1/25/2018,591,591.700012,581.125,587.700012,539.591675,13548914
1/29/2018,583.275024,598.125,582.599976,591.450012,543.034729,10823002
1/30/2018,589.450012,591.549988,581.349976,585.325012,537.411133,8628312
1/31/2018,579.575012,583.299988,571.075012,575.125,528.046021,9213698
2/1/2018,571.099976,578.950012,559.275024,572.299988,525.452332,13005454
2/2/2018,567.625,581.450012,565.049988,571.625,524.832581,10244486
2/5/2018,570,577.424988,567.924988,569.099976,522.514282,9860220
2/6/2018,549.974976,564.174988,547.575012,553.875,508.535583,10552078
2/7/2018,558,562.400024,551.775024,554.525024,509.132477,8342056
2/8/2018,561.400024,573.200012,558.275024,567.125,520.700928,8807244
2/9/2018,559,560.150024,553,554.575012,509.178284,4382690
